#  E (eV)   dos(E)     Int dos(E) EFermi =   18.294 eV
  10.270  0.4876E-08  0.7826E-10
  10.271  0.5191E-08  0.8345E-10
  10.272  0.5526E-08  0.8898E-10
  10.273  0.5882E-08  0.9486E-10
  10.274  0.6261E-08  0.1011E-09
  10.275  0.6663E-08  0.1078E-09
  10.276  0.7090E-08  0.1149E-09
  10.277  0.7543E-08  0.1224E-09
  10.278  0.8025E-08  0.1304E-09
  10.279  0.8537E-08  0.1390E-09
  10.280  0.9080E-08  0.1481E-09
  10.281  0.9657E-08  0.1577E-09
  10.282  0.1027E-07  0.1680E-09
  10.283  0.1092E-07  0.1789E-09
  10.284  0.1161E-07  0.1905E-09
  10.285  0.1234E-07  0.2029E-09
  10.286  0.1312E-07  0.2160E-09
  10.287  0.1394E-07  0.2299E-09
  10.288  0.1482E-07  0.2447E-09
  10.289  0.1575E-07  0.2605E-09
  10.290  0.1673E-07  0.2772E-09
  10.291  0.1777E-07  0.2950E-09
  10.292  0.1888E-07  0.3139E-09
  10.293  0.2005E-07  0.3339E-09
  10.294  0.2130E-07  0.3552E-09
  10.295  0.2262E-07  0.3778E-09
  10.296  0.2402E-07  0.4019E-09
  10.297  0.2550E-07  0.4274E-09
  10.298  0.2707E-07  0.4544E-09
  10.299  0.2874E-07  0.4832E-09
  10.300  0.3050E-07  0.5137E-09
  10.301  0.3237E-07  0.5460E-09
  10.302  0.3435E-07  0.5804E-09
  10.303  0.3644E-07  0.6168E-09
  10.304  0.3866E-07  0.6555E-09
  10.305  0.4102E-07  0.6965E-09
  10.306  0.4351E-07  0.7400E-09
  10.307  0.4614E-07  0.7861E-09
  10.308  0.4893E-07  0.8351E-09
  10.309  0.5189E-07  0.8870E-09
  10.310  0.5501E-07  0.9420E-09
  10.311  0.5832E-07  0.1000E-08
  10.312  0.6182E-07  0.1062E-08
  10.313  0.6553E-07  0.1128E-08
  10.314  0.6945E-07  0.1197E-08
  10.315  0.7359E-07  0.1271E-08
  10.316  0.7798E-07  0.1349E-08
  10.317  0.8261E-07  0.1431E-08
  10.318  0.8752E-07  0.1519E-08
  10.319  0.9270E-07  0.1612E-08
  10.320  0.9818E-07  0.1710E-08
  10.321  0.1040E-06  0.1814E-08
  10.322  0.1101E-06  0.1924E-08
  10.323  0.1166E-06  0.2040E-08
  10.324  0.1234E-06  0.2164E-08
  10.325  0.1306E-06  0.2294E-08
  10.326  0.1383E-06  0.2433E-08
  10.327  0.1464E-06  0.2579E-08
  10.328  0.1549E-06  0.2734E-08
  10.329  0.1639E-06  0.2898E-08
  10.330  0.1734E-06  0.3071E-08
  10.331  0.1834E-06  0.3255E-08
  10.332  0.1940E-06  0.3449E-08
  10.333  0.2052E-06  0.3654E-08
  10.334  0.2170E-06  0.3871E-08
  10.335  0.2295E-06  0.4100E-08
  10.336  0.2426E-06  0.4343E-08
  10.337  0.2565E-06  0.4599E-08
  10.338  0.2712E-06  0.4871E-08
  10.339  0.2866E-06  0.5157E-08
  10.340  0.3029E-06  0.5460E-08
  10.341  0.3201E-06  0.5780E-08
  10.342  0.3383E-06  0.6119E-08
  10.343  0.3574E-06  0.6476E-08
  10.344  0.3776E-06  0.6854E-08
  10.345  0.3988E-06  0.7252E-08
  10.346  0.4213E-06  0.7674E-08
  10.347  0.4449E-06  0.8119E-08
  10.348  0.4698E-06  0.8588E-08
  10.349  0.4961E-06  0.9085E-08
  10.350  0.5237E-06  0.9608E-08
  10.351  0.5529E-06  0.1016E-07
  10.352  0.5836E-06  0.1074E-07
  10.353  0.6159E-06  0.1136E-07
  10.354  0.6500E-06  0.1201E-07
  10.355  0.6859E-06  0.1270E-07
  10.356  0.7237E-06  0.1342E-07
  10.357  0.7635E-06  0.1418E-07
  10.358  0.8054E-06  0.1499E-07
  10.359  0.8495E-06  0.1584E-07
  10.360  0.8959E-06  0.1673E-07
  10.361  0.9448E-06  0.1768E-07
  10.362  0.9962E-06  0.1868E-07
  10.363  0.1050E-05  0.1973E-07
  10.364  0.1107E-05  0.2083E-07
  10.365  0.1167E-05  0.2200E-07
  10.366  0.1230E-05  0.2323E-07
  10.367  0.1296E-05  0.2453E-07
  10.368  0.1366E-05  0.2589E-07
  10.369  0.1439E-05  0.2733E-07
  10.370  0.1516E-05  0.2885E-07
  10.371  0.1597E-05  0.3045E-07
  10.372  0.1683E-05  0.3213E-07
  10.373  0.1772E-05  0.3390E-07
  10.374  0.1866E-05  0.3577E-07
  10.375  0.1965E-05  0.3773E-07
  10.376  0.2069E-05  0.3980E-07
  10.377  0.2178E-05  0.4198E-07
  10.378  0.2293E-05  0.4427E-07
  10.379  0.2413E-05  0.4669E-07
  10.380  0.2540E-05  0.4923E-07
  10.381  0.2673E-05  0.5190E-07
  10.382  0.2812E-05  0.5471E-07
  10.383  0.2959E-05  0.5767E-07
  10.384  0.3112E-05  0.6078E-07
  10.385  0.3274E-05  0.6405E-07
  10.386  0.3443E-05  0.6750E-07
  10.387  0.3621E-05  0.7112E-07
  10.388  0.3808E-05  0.7493E-07
  10.389  0.4004E-05  0.7893E-07
  10.390  0.4209E-05  0.8314E-07
  10.391  0.4424E-05  0.8756E-07
  10.392  0.4651E-05  0.9221E-07
